#,Seccion,Area,Nombre Area,Subarea,Nombre Subarea,Tipo,Pregunta,Opcion A,Opcion B,Opcion C,Respuesta correcta,Explicacion,Dificultad,Imagen URL,Tags,Piloto,Veces visto,Veces correcto,Stimulus ID,ID,Creada
42,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Considere el siguiente caso: un sistema de telemedicina debe permitir que el medico inicie sesion con correo, contrasena y un segundo factor mediante codigo TOTP. ¿Que tipos de requerimientos estan presentes?",Funcional (iniciar sesion) y no funcional de seguridad (segundo factor),Solo no funcional de seguridad,Solo funcional,A,"Iniciar sesion es una funcion del sistema (funcional), mientras que exigir un segundo factor de autenticacion es una restriccion de calidad de seguridad (no funcional). Ambos coexisten en el mismo enunciado.",easy,,,no,0,0,,a4d79734-eed8-4437-afd4-34d8c885f3fc,2026-05-29T05:21:04.055955+00:00
43,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,Considere el siguiente caso: el contrato de servicio de una plataforma SaaS estipula que el sistema debe estar operativo el 99.95% del tiempo cada mes. ¿Que tipo de requerimiento no funcional se esta especificando?,Usabilidad,Seguridad,Disponibilidad,C,"Un porcentaje de uptime es un indicador clasico de disponibilidad (availability). La usabilidad mide facilidad de uso y la seguridad protege datos y accesos, no se expresan en porcentaje de operatividad.",easy,,,no,0,0,,a63f72bb-33a6-41bb-af13-a0500d422119,2026-05-29T05:21:04.055955+00:00
44,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,Considere el siguiente caso: el responsable de TI solicita que el codigo del nuevo CRM siga el estandar PSR-12 y este documentado con PHPDoc para que otros desarrolladores puedan modificarlo facilmente en el futuro. ¿Que atributo de calidad se esta exigiendo?,Mantenibilidad,Rendimiento,Disponibilidad,A,"Estandares de codificacion y documentacion buscan facilitar la modificacion del software, lo que define mantenibilidad. No tienen relacion directa con uptime ni con la velocidad de ejecucion.",medium,,,no,0,0,,a7d051eb-7cb6-4df1-ba05-c7e6aef8483a,2026-05-29T05:21:04.055955+00:00
45,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Considere el siguiente caso: el cliente pide que la nueva tienda en linea pueda crecer de 1,000 a 50,000 usuarios concurrentes en epoca navidena sin degradar el servicio. ¿Que requerimiento no funcional se solicita?",Mantenibilidad,Escalabilidad,Portabilidad,B,Crecer en numero de usuarios sin perder calidad de servicio es la definicion de escalabilidad. Mantenibilidad es modificar el codigo y portabilidad es funcionar en distintas plataformas.,easy,,,no,0,0,,56c63f9b-d3bc-44a7-bdb7-0903b5c88924,2026-05-29T05:21:04.055955+00:00
46,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Considere el siguiente caso: en un sistema bancario mexicano, todos los movimientos mayores a 7,500 USD deben reportarse a la UIF conforme a la Ley Federal para la Prevencion e Identificacion de Operaciones con Recursos de Procedencia Ilicita. ¿De que tipo es este requerimiento?",No funcional de seguridad,De dominio regulatorio,Funcional de transaccion,B,Proviene del dominio (regulacion financiera mexicana) y no del usuario directo; aplica a cualquier sistema bancario sin importar la implementacion. No define una accion concreta ni un atributo de calidad como tiempo o cifrado.,medium,,,no,0,0,,6df35104-d371-4274-9cbd-f096845ca6cc,2026-05-29T05:21:04.055955+00:00
47,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Considere el siguiente caso: un sistema de comercio electronico debe permitir al cliente filtrar productos por precio, categoria y marca. ¿Que categoria es?",No funcional de usabilidad,De dominio comercial,Funcional,C,"Es una funcion concreta del sistema (filtrar productos por criterios). No habla de calidad ni proviene de una regulacion del dominio comercial, sino de la operacion esperada del software.",easy,,,no,0,0,,dea8b0f4-d910-4816-91f4-6b6442fda253,2026-05-29T05:21:04.055955+00:00
48,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Considere el siguiente caso: el cliente pide que el sistema tenga una interfaz bonita. Como analista, debes convertirlo en un requerimiento verificable. ¿Que opcion lo logra mejor?",El sistema debera ser atractivo para el 100% de los usuarios,El 90% de un panel de 20 usuarios debera calificar la interfaz con al menos 4 sobre 5 en una encuesta SUS,El sistema sera el mas moderno del mercado,B,"Solo b es medible: define un umbral cuantitativo (90%, 4 sobre 5), un metodo de evaluacion (SUS) y una muestra. Las otras dos son subjetivas y no permiten verificar objetivamente su cumplimiento.",hard,,,no,0,0,,405ab494-a1c7-4729-b692-6d9fbbfd0cb0,2026-05-29T05:21:04.055955+00:00
49,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Considere el siguiente caso: el director de un laboratorio clinico exige que el sistema de resultados nunca pierda mas de 1 hora de datos en caso de falla, ya que afecta tratamientos urgentes. ¿Que tipo de requerimiento no funcional se establece?",Mantenibilidad,Usabilidad,Confiabilidad (RPO de 1 hora),C,"Aceptar perdida maxima de 1 hora de datos es un Recovery Point Objective, indicador clasico de confiabilidad y recuperacion ante desastres. Usabilidad y mantenibilidad no miden perdida de datos.",hard,,,no,0,0,,234ae0d7-698a-4a65-abd7-ceebf4c897a4,2026-05-29T05:21:04.055955+00:00
50,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Considere el siguiente caso: el cliente afirma necesitar muchas funcionalidades sin priorizar ninguna. El equipo decide clasificar los requerimientos en obligatorios, deseables y opcionales. ¿Que dimension de los requerimientos se esta gestionando?",Tipo (funcional vs no funcional),Prioridad,Origen,B,"Obligatorio, deseable y opcional son niveles de prioridad (analogos a MoSCoW). No cambian si son funcionales o de quien provienen; solo ordenan que se implementa primero.",medium,,,no,0,0,,536fe8f7-ebaa-405f-b565-2c860127238d,2026-05-29T05:21:04.055955+00:00
51,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,¿Cuál NO es una propiedad deseable de un SRS según IEEE 830?,Consistente,Ambiguo,Completo,B,Un buen SRS debe ser NO ambiguo. Cada requerimiento debe tener una sola interpretación posible.,medium,,,no,0,0,,e35294b2-2dba-4138-b304-b830af59921e,2026-05-29T02:16:19.75535+00:00
52,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,Considere el siguiente caso: una autoridad de proteccion de datos obliga a que el sistema permita a un usuario solicitar la eliminacion total de su informacion personal. ¿Que tipo de requerimiento es?,Solo no funcional de seguridad,Requerimiento del usuario individual,Funcional derivado de un requerimiento de dominio (cumplimiento legal),C,"La obligacion proviene del dominio legal (privacidad), pero se concreta en una funcion del sistema (borrar datos). En la practica un requerimiento de dominio se traduce en requerimientos funcionales especificos.",hard,,,no,0,0,,67fa644c-ee41-4411-8efc-b274dcc37cf4,2026-05-29T05:21:04.055955+00:00
53,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"En un sistema de control de acceso biometrico para una refineria de Pemex, el equipo de seguridad fisica solicita: lectura de huella en menos de 1.5 s incluso con guantes finos, registro de cada intento en bitacora encriptada, y resistencia operativa a 50 grados centigrados. Un analista los lista todos como NFR de seguridad. ¿Cual es la categorizacion mas precisa por ISO 25010?",Todos son funcionales porque el sistema los realiza,Lectura en 1.5 s con guantes es NFR de rendimiento con restriccion de entorno; bitacora encriptada es NFR de seguridad/auditabilidad; resistencia termica es NFR de fiabilidad/entorno operativo o restriccion fisica,Todos son NFR de seguridad porque protegen una refineria,B,ISO 25010 distingue varias caracteristicas de calidad. Rendimiento con guantes es performance; bitacora encriptada toca seguridad e integridad/auditabilidad; resistencia termica es fiabilidad o restriccion ambiental. La opcion b agrupa erroneamente todo en seguridad. La opcion c ignora completamente la dimension calidad.,hard,,,no,0,0,,06a53c24-3086-425f-8dd6-c8ca1defce4b,2026-05-29T10:42:52.206288+00:00
54,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Considere el siguiente caso: en un sistema universitario, las calificaciones finales pueden modificarse unicamente durante los 5 dias habiles posteriores al cierre del periodo. ¿Que tipo de requerimiento es?",Requerimiento del usuario administrador,No funcional de rendimiento,Funcional con regla de negocio del dominio,C,Es funcional (permitir modificar calificaciones) condicionado por una regla del dominio universitario (plazo de 5 dias). No mide tiempos de respuesta ni nace de la preferencia personal del administrador.,medium,,,no,0,0,,5dbec4b5-3ebe-40a7-82a9-ead0519a3dab,2026-05-29T05:21:04.055955+00:00
55,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,Considere el siguiente caso: el equipo de operaciones exige que el sistema registre cada accion del usuario en un log central para auditoria forense posterior. ¿Que tipo de requerimiento es?,No funcional de seguridad / auditabilidad,Requerimiento de dominio operativo,Funcional de auditoria,A,"La capacidad de rastrear acciones para auditoria es un atributo de calidad (no funcional) clasificado dentro de seguridad o auditabilidad. La accion concreta es un medio, no la funcion principal para el usuario.",hard,,,no,0,0,,e3b3bad5-2131-48fa-b6d0-60a2d2187820,2026-05-29T05:21:04.055955+00:00
56,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Una fintech mexicana migra de un monolito Java a microservicios. Durante elicitacion, el lider tecnico afirma que el sistema debe soportar transacciones simultaneas sin lock pesimista, y el de cumplimiento afirma que cada transaccion debe quedar registrada para auditoria CNBV en menos de 100 ms. El analista los documenta como dos requerimientos no funcionales separados sin notas adicionales. ¿Cual es la observacion mas critica desde la perspectiva del modelado de requerimientos?","Los dos requerimientos pueden entrar en conflicto, concurrencia sin lock contra auditoria sincrona, y debe documentarse el tradeoff como requerimiento de calidad explicito conforme a ISO 25010",Ambos requerimientos son funcionales porque describen comportamientos del sistema sobre transacciones,Solo el segundo es no funcional porque incluye una metrica de tiempo verificable,A,"Los NFRs de concurrencia y auditabilidad pueden chocar: garantizar registro sincrono menor a 100 ms limita el throughput sin locks. La practica correcta segun ISO 25010 es documentar el tradeoff como un requerimiento de calidad explicito y trazable. La opcion a no aplica porque ambos describen restricciones de calidad, no funciones. La opcion c es incorrecta porque el primero tambien es NFR de rendimiento o concurrencia, aunque no incluya metrica numerica directa.",hard,,,no,0,0,,75cfe669-aeaf-4829-b3c6-92e566978371,2026-05-29T10:42:52.206288+00:00
57,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,Considere el siguiente caso: un analista capta el siguiente enunciado del cliente: el sistema debera ser facil de usar. ¿Que problema presenta este requerimiento?,Es ambiguo y no verificable,Pertenece al dominio regulatorio,Es funcional pero esta mal redactado,A,"Facil de usar es subjetivo: no se puede medir ni probar si se cumple. Aunque alude a usabilidad, no esta verificable mientras no se cuantifique (tiempo para realizar tarea, errores por minuto, etc.).",easy,,,no,0,0,,6a9f6a5f-5ea4-4f8c-9b35-22f0566736b4,2026-05-29T05:21:04.055955+00:00
58,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Una startup de movilidad pide: el conductor podra aceptar viajes en menos de 3 toques en la app, la latencia de asignacion menor a 800 ms, y soporte para conductores con discapacidad visual usando lector de pantalla. El equipo etiqueta los tres como NFR de usabilidad. ¿Cual es la correccion precisa?",Todos son NFR de usabilidad sin distincion,Aceptar viaje es funcional con restriccion de usabilidad (3 toques); latencia de asignacion es NFR de rendimiento; accesibilidad por lector de pantalla es NFR de usabilidad/accesibilidad,Todos son funcionales porque describen interacciones,B,Aceptar viaje es FN con metrica de usabilidad anclada (3 toques). Latencia 800 ms es claramente rendimiento. Accesibilidad es subcategoria de usabilidad. La opcion b fusiona dimensiones distintas. La opcion c omite la calidad.,medium,,,no,0,0,,9909246a-8690-453f-afd7-104a92607496,2026-05-29T10:42:52.206288+00:00
59,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,"Considere el siguiente caso: en un sistema hospitalario, los datos de un paciente solo deben ser visibles para el medico tratante y enfermeras asignadas a su servicio. ¿A que tipo de requerimiento corresponde?",Funcional de consulta,No funcional de seguridad (control de acceso),De dominio educativo,B,"Limitar quien puede ver datos es una restriccion de seguridad por control de acceso, atributo de calidad no funcional. Aunque hay una funcion de consulta, el enunciado restringe el COMO de la visualizacion.",medium,,,no,0,0,,11779a4f-218d-4c93-b5b7-24ca853b294e,2026-05-29T05:21:04.055955+00:00
60,disciplinar,1,Analisis de Sistemas de Software,1,Tipos de requerimientos,single,Considere el siguiente caso: el sistema de un supermercado debe poder integrarse con cualquier impresora fiscal certificada por el SAT. ¿Que tipo de requerimiento es?,No funcional de interoperabilidad,Funcional de impresion,Requerimiento de usabilidad,A,"Integrarse con dispositivos o sistemas externos es interoperabilidad, un atributo no funcional. No describe la accion de imprimir (eso seria funcional) sino la capacidad del sistema de comunicarse con otros.",medium,,,no,0,0,,f6c261b0-2728-4a43-8b62-e20df091cdbf,2026-05-29T05:21:04.055955+00:00
